2025-03-06T22:56:53+08:00,fix: 移除 RouterLink 的 target 属性，优化链接行为
2025-03-06T22:56:33+08:00,fix: 移除 RouterLink 的 target 属性，优化链接行为
2025-03-06T20:35:25+08:00,feat: 为代码块添加样式，改善可读性
2025-03-06T19:51:38+08:00,feat: 为代码块添加样式，改善可读性
2025-03-06T17:21:47+08:00,优化用户体验
2025-03-06T17:20:06+08:00,chore: 更新依赖项，升级 eslint 及相关插件版本
2025-03-05T22:41:24+08:00,feat: 在 SidePanel 组件中添加 enableComment 属性以控制评论功能的显示
2025-03-05T22:24:48+08:00,fix: 调整 viewport 元素，移除不必要的最大缩放设置
2025-03-05T22:02:58+08:00,docs: 更新 README.md，明确日志配置在开发环境下的行为及环境变量说明
2025-03-04T23:58:12+08:00,fix: 添加 VITE_SSR_FETCH_LOGGER_LEVEL 环境变量检查以增强开发环境的日志记录
2025-03-04T23:09:22+08:00,refactor: 统一路径引用，重构公共工具函数，删除冗余代码
2025-02-28T14:05:02+08:00,chore: 更新依赖项版本，优化列列表视图中的操作按钮布局
2025-02-28T14:03:04+08:00,chore: 更新依赖项版本，优化列列表视图中的操作按钮布局
2025-02-26T19:24:10+08:00,fix: 修复事件日历组件中时间显示逻辑，使用创建时间替代开始时间
2025-02-26T19:23:48+08:00,fix: 修复事件日历组件中时间显示逻辑，使用创建时间替代开始时间
2025-02-26T16:11:50+08:00,refactor: 优化标签页面布局，减少不必要的嵌套
2025-02-26T16:11:17+08:00,refactor: 优化标签页面布局，减少不必要的嵌套
2025-02-26T15:57:38+08:00,更新 README.md，添加技术栈、项目结构和代码规范信息；优化移动端组件的样式
2025-02-26T15:44:25+08:00,fix: 降级 axios 依赖至 1.7.9，升级 eslint 插件至 4.1.0
2025-02-26T14:50:12+08:00,更新 README.md，添加技术栈、项目结构和代码规范信息；升级 axios 依赖；优化移动端组件的样式
2025-02-25T18:09:33+08:00,fix: 修复 iOS 下搜索按钮点击后对话框闪烁的问题，优化搜索对话框的显示逻辑
2025-02-25T18:08:58+08:00,fix: 修复 iOS 下搜索按钮点击后对话框闪烁的问题，优化搜索对话框的显示逻辑
2025-02-25T17:07:48+08:00,fix: 调整遮罩层的 z-index，确保其在其他元素之上显示
2025-02-25T17:07:24+08:00,fix: 调整遮罩层的 z-index，确保其在其他元素之上显示
2025-02-25T16:50:50+08:00,feat: 优化搜索按钮样式和布局，提升页面头部用户体验
2025-02-25T16:50:16+08:00,feat: 优化搜索按钮样式和布局，提升页面头部用户体验
2025-02-25T16:24:11+08:00,移动端新增：搜索、专栏、评论、标签聚合等
2025-02-25T16:19:07+08:00,feat: 添加返回事件和更新选择框占位符，优化用户交互体验
2025-02-24T15:32:10+08:00,feat: 添加移动端封面字段，更新相关模板和表单逻辑
2025-02-24T11:25:19+08:00,feat: 隐藏搜索框的取消按钮，更新组件类型定义和依赖版本
2025-02-22T16:14:05+08:00,feat: 更新搜索框类型为文本和搜索，优化用户输入体验
2025-02-22T02:17:38+08:00,feat: 调整评论区样式，增加垂直内边距
2025-02-21T23:55:01+08:00,提测
2025-02-19T14:11:26+08:00,更新本地化文件，添加“资讯”和“日历活动”列，并调整相关组件的属性使用
2025-02-19T14:04:39+08:00,更新本地化文件，添加“资讯”和“日历活动”列，并调整相关组件的属性使用
2025-02-13T14:59:38+08:00,修复导航栏 BUG #1153
2025-02-13T14:44:41+08:00,优化导航栏组件，增加 routerMode 属性以支持动态链接模式
2025-02-11T16:50:02+08:00,根据类型动态设置分页大小，优化专栏和标签的查询参数
2025-02-11T16:42:03+08:00,根据类型动态设置分页大小，优化专栏和标签的查询参数
2025-02-10T16:08:50+08:00,新增二级导航栏&社区公告
2025-02-10T10:38:54+08:00,feat: 添加构建工作流触发条件以支持推送事件
2025-01-23T16:48:48+08:00,fix: 调整页面头部阴影样式以改善视觉效果
2025-01-23T15:15:45+08:00,feat: 更新国际化文本，优化按钮样式和表格列宽
2025-01-23T14:19:48+08:00,feat: 添加样式以优化触发弹窗的按钮布局
2025-01-23T11:41:28+08:00,feat: 更新国际化文本和修复部分组件逻辑
2025-01-13T16:55:36+08:00,优化 sanitize-html 组件，增加 ul 和 ol 标签的样式支持；调整 CommunityCard 组件中二维码展示的 z-index
2025-01-13T16:50:06+08:00,优化 sanitize-html 组件，增加 ul 和 ol 标签的样式支持；调整 CommunityCard 组件中二维码展示的 z-index
2024-12-27T16:18:22+08:00,运营专区新增专栏模块
2024-12-27T15:46:53+08:00,修复BUG
2024-12-27T13:11:02+08:00,优化模版一专栏展示
2024-12-27T11:56:27+08:00,优化专栏管理
2024-12-27T11:37:27+08:00,优化移动端代码
2024-12-26T21:17:36+08:00,修改文案
2024-12-26T21:13:38+08:00,修复拼写错误
2024-12-26T20:53:47+08:00,专栏提测
2024-12-24T16:10:24+08:00,修复资讯管理状态BUG
2024-12-24T16:09:45+08:00,修复资讯管理状态BUG
2024-12-20T17:47:00+08:00,修改后台菜单
2024-12-20T17:46:14+08:00,修改后台菜单
2024-12-20T17:19:46+08:00,资讯增加显示作者信息&删除评论增加二次确认
2024-12-20T17:12:52+08:00,修复依赖问题
2024-12-20T17:05:44+08:00,升级依赖
2024-12-20T11:49:23+08:00,资讯增加作者信息
2024-12-20T10:17:10+08:00,修改文本安全过滤
2024-12-20T10:11:44+08:00,修改文本安全过滤
2024-12-19T18:59:45+08:00,各种优化&升级依赖
2024-12-19T17:59:18+08:00,提测
2024-12-19T17:49:19+08:00,模版3首页资讯列表样式调整
2024-12-19T15:48:54+08:00,提测
2024-12-19T14:52:31+08:00,各种优化
2024-12-18T23:33:31+08:00,优化移动端体验
2024-12-18T23:31:42+08:00,升级依赖
2024-12-18T21:32:20+08:00,线上问题修复
2024-12-18T21:31:11+08:00,线上问题修复
2024-12-18T19:41:59+08:00,优化资讯后台
2024-12-18T19:41:26+08:00,优化资讯后台
2024-12-18T18:57:12+08:00,修复BUG
2024-12-18T18:56:39+08:00,修复BUG
2024-12-18T18:02:10+08:00,修复 authorInfo 不存在的 BUG
2024-12-18T18:01:33+08:00,修复 authorInfo 不存在的 BUG
2024-12-18T17:12:35+08:00,新增UGC发布及评论等功能以及修复各种BUG
2024-12-18T17:05:01+08:00,修改语言包
2024-12-18T12:56:36+08:00,新增标签可跳转
2024-12-18T09:23:15+08:00,提测
2024-12-18T00:51:17+08:00,修复各种 BUG
2024-12-17T17:36:37+08:00,修复新闻详情页BUG
2024-12-17T17:29:58+08:00,Merge branch 'feature/add-20241122' of atomgit.com:atomgit_dev/platform-of-plat...
2024-12-17T15:31:55+08:00,增加语言包
2024-12-16T10:34:55+08:00,升级依赖
2024-12-14T00:55:12+08:00,重构新闻详情页布局&升级依赖
2024-12-13T16:01:33+08:00,修复问题
2024-12-13T15:32:52+08:00,升级依赖
2024-12-12T16:23:58+08:00,优化样式
2024-12-12T16:04:45+08:00,Merge branch 'feature/add-20241122' of atomgit.com:atomgit_dev/platform-of-plat...
2024-12-10T13:07:41+08:00,升级依赖
2024-12-09T16:10:51+08:00,修复分页问题
2024-12-09T14:26:57+08:00,update
2024-12-09T12:36:30+08:00,完成标签聚合页
2024-12-08T15:40:19+08:00,修复一个标题问题
2024-12-08T15:18:44+08:00,完善新闻详情页安全
2025-03-06T22:56:53+08:00,fix: 移除 RouterLink 的 target 属性，优化链接行为
2025-03-06T22:56:33+08:00,fix: 移除 RouterLink 的 target 属性，优化链接行为
2025-03-06T20:35:25+08:00,feat: 为代码块添加样式，改善可读性
2025-03-06T19:51:38+08:00,feat: 为代码块添加样式，改善可读性
2025-03-06T17:21:47+08:00,优化用户体验
2025-03-06T17:20:06+08:00,chore: 更新依赖项，升级 eslint 及相关插件版本
2025-03-05T22:41:24+08:00,feat: 在 SidePanel 组件中添加 enableComment 属性以控制评论功能的显示
2025-03-05T22:24:48+08:00,fix: 调整 viewport 元素，移除不必要的最大缩放设置
2025-03-05T22:02:58+08:00,docs: 更新 README.md，明确日志配置在开发环境下的行为及环境变量说明
2025-03-04T23:58:12+08:00,fix: 添加 VITE_SSR_FETCH_LOGGER_LEVEL 环境变量检查以增强开发环境的日志记录
2025-03-04T23:09:22+08:00,refactor: 统一路径引用，重构公共工具函数，删除冗余代码
2025-02-28T14:05:02+08:00,chore: 更新依赖项版本，优化列列表视图中的操作按钮布局
2025-02-28T14:03:04+08:00,chore: 更新依赖项版本，优化列列表视图中的操作按钮布局
2025-02-26T19:24:10+08:00,fix: 修复事件日历组件中时间显示逻辑，使用创建时间替代开始时间
2025-02-26T19:23:48+08:00,fix: 修复事件日历组件中时间显示逻辑，使用创建时间替代开始时间
2025-02-26T16:11:50+08:00,refactor: 优化标签页面布局，减少不必要的嵌套
2025-02-26T16:11:17+08:00,refactor: 优化标签页面布局，减少不必要的嵌套
2025-02-26T15:57:38+08:00,更新 README.md，添加技术栈、项目结构和代码规范信息；优化移动端组件的样式
2025-02-26T15:44:25+08:00,fix: 降级 axios 依赖至 1.7.9，升级 eslint 插件至 4.1.0
2025-02-26T14:50:12+08:00,更新 README.md，添加技术栈、项目结构和代码规范信息；升级 axios 依赖；优化移动端组件的样式
2025-02-25T18:09:33+08:00,fix: 修复 iOS 下搜索按钮点击后对话框闪烁的问题，优化搜索对话框的显示逻辑
2025-02-25T18:08:58+08:00,fix: 修复 iOS 下搜索按钮点击后对话框闪烁的问题，优化搜索对话框的显示逻辑
2025-02-25T17:07:48+08:00,fix: 调整遮罩层的 z-index，确保其在其他元素之上显示
2025-02-25T17:07:24+08:00,fix: 调整遮罩层的 z-index，确保其在其他元素之上显示
2025-02-25T16:50:50+08:00,feat: 优化搜索按钮样式和布局，提升页面头部用户体验
2025-02-25T16:50:16+08:00,feat: 优化搜索按钮样式和布局，提升页面头部用户体验
2025-02-25T16:24:11+08:00,移动端新增：搜索、专栏、评论、标签聚合等
2025-02-25T16:19:07+08:00,feat: 添加返回事件和更新选择框占位符，优化用户交互体验
2025-02-24T15:32:10+08:00,feat: 添加移动端封面字段，更新相关模板和表单逻辑
2025-02-24T11:25:19+08:00,feat: 隐藏搜索框的取消按钮，更新组件类型定义和依赖版本
2025-02-22T16:14:05+08:00,feat: 更新搜索框类型为文本和搜索，优化用户输入体验
2025-02-22T02:17:38+08:00,feat: 调整评论区样式，增加垂直内边距
2025-02-21T23:55:01+08:00,提测
2025-02-19T14:11:26+08:00,更新本地化文件，添加“资讯”和“日历活动”列，并调整相关组件的属性使用
2025-02-19T14:04:39+08:00,更新本地化文件，添加“资讯”和“日历活动”列，并调整相关组件的属性使用
2025-02-13T14:59:38+08:00,修复导航栏 BUG #1153
2025-02-13T14:44:41+08:00,优化导航栏组件，增加 routerMode 属性以支持动态链接模式
2025-02-11T16:50:02+08:00,根据类型动态设置分页大小，优化专栏和标签的查询参数
2025-02-11T16:42:03+08:00,根据类型动态设置分页大小，优化专栏和标签的查询参数
2025-02-10T16:08:50+08:00,新增二级导航栏&社区公告
2025-02-10T10:38:54+08:00,feat: 添加构建工作流触发条件以支持推送事件
2025-01-23T16:48:48+08:00,fix: 调整页面头部阴影样式以改善视觉效果
2025-01-23T15:15:45+08:00,feat: 更新国际化文本，优化按钮样式和表格列宽
2025-01-23T14:19:48+08:00,feat: 添加样式以优化触发弹窗的按钮布局
2025-01-23T11:41:28+08:00,feat: 更新国际化文本和修复部分组件逻辑
2025-01-13T16:55:36+08:00,优化 sanitize-html 组件，增加 ul 和 ol 标签的样式支持；调整 CommunityCard 组件中二维码展示的 z-index
2025-01-13T16:50:06+08:00,优化 sanitize-html 组件，增加 ul 和 ol 标签的样式支持；调整 CommunityCard 组件中二维码展示的 z-index
2024-12-27T16:18:22+08:00,运营专区新增专栏模块
2024-12-27T15:46:53+08:00,修复BUG
2024-12-27T13:11:02+08:00,优化模版一专栏展示
2024-12-27T11:56:27+08:00,优化专栏管理
2024-12-27T11:37:27+08:00,优化移动端代码
2024-12-26T21:17:36+08:00,修改文案
2024-12-26T21:13:38+08:00,修复拼写错误
2024-12-26T20:53:47+08:00,专栏提测
2024-12-24T16:10:24+08:00,修复资讯管理状态BUG
2024-12-24T16:09:45+08:00,修复资讯管理状态BUG
2024-12-20T17:47:00+08:00,修改后台菜单
2024-12-20T17:46:14+08:00,修改后台菜单
2024-12-20T17:19:46+08:00,资讯增加显示作者信息&删除评论增加二次确认
2024-12-20T17:12:52+08:00,修复依赖问题
2024-12-20T17:05:44+08:00,升级依赖
2024-12-20T11:49:23+08:00,资讯增加作者信息
2024-12-20T10:17:10+08:00,修改文本安全过滤
2024-12-20T10:11:44+08:00,修改文本安全过滤
2024-12-19T18:59:45+08:00,各种优化&升级依赖
2024-12-19T17:59:18+08:00,提测
2024-12-19T17:49:19+08:00,模版3首页资讯列表样式调整
2024-12-19T15:48:54+08:00,提测
2024-12-19T14:52:31+08:00,各种优化
2024-12-18T23:33:31+08:00,优化移动端体验
2024-12-18T23:31:42+08:00,升级依赖
2024-12-18T21:32:20+08:00,线上问题修复
2024-12-18T21:31:11+08:00,线上问题修复
2024-12-18T19:41:59+08:00,优化资讯后台
2024-12-18T19:41:26+08:00,优化资讯后台
2024-12-18T18:57:12+08:00,修复BUG
2024-12-18T18:56:39+08:00,修复BUG
2024-12-18T18:02:10+08:00,修复 authorInfo 不存在的 BUG
2024-12-18T18:01:33+08:00,修复 authorInfo 不存在的 BUG
2024-12-18T17:12:35+08:00,新增UGC发布及评论等功能以及修复各种BUG
2024-12-18T17:05:01+08:00,修改语言包
2024-12-18T12:56:36+08:00,新增标签可跳转
2024-12-18T09:23:15+08:00,提测
2024-12-18T00:51:17+08:00,修复各种 BUG
2024-12-17T17:36:37+08:00,修复新闻详情页BUG
2024-12-17T17:29:58+08:00,Merge branch 'feature/add-20241122' of atomgit.com:atomgit_dev/platform-of-plat...
2024-12-17T15:31:55+08:00,增加语言包
2024-12-16T10:34:55+08:00,升级依赖
2024-12-14T00:55:12+08:00,重构新闻详情页布局&升级依赖
2024-12-13T16:01:33+08:00,修复问题
2024-12-13T15:32:52+08:00,升级依赖
2024-12-12T16:23:58+08:00,优化样式
2024-12-12T16:04:45+08:00,Merge branch 'feature/add-20241122' of atomgit.com:atomgit_dev/platform-of-plat...
2024-12-10T13:07:41+08:00,升级依赖
2024-12-09T16:10:51+08:00,修复分页问题
2024-12-09T14:26:57+08:00,update
2024-12-09T12:36:30+08:00,完成标签聚合页
2024-12-08T15:40:19+08:00,修复一个标题问题
2024-12-08T15:18:44+08:00,完善新闻详情页安全
2024-12-06T16:41:26+08:00,新闻详情页支持 markdown
2024-12-06T15:55:24+08:00,修改文案
2024-12-06T15:53:17+08:00,修改文案
2024-12-06T11:56:44+08:00,新增百度统计
2024-12-06T10:40:20+08:00,提测
2024-12-05T17:53:27+08:00,修复依赖问题
2024-12-05T17:23:08+08:00,完成标签搜索结果页
2024-12-03T17:53:56+08:00,升级 Vite v6
2024-11-22T11:06:10+08:00,升级依赖
2024-11-22T11:05:34+08:00,升级依赖
2024-11-20T22:42:22+08:00,优化代码和体验
2024-11-20T22:32:52+08:00,优化代码和体验
2024-11-20T17:49:16+08:00,优化无限滚动体验
2024-11-20T17:42:37+08:00,优化无限滚动体验
2024-11-19T16:17:09+08:00,关联仓库和关联组织等需求
2024-11-19T15:57:47+08:00,升级依赖
2024-11-13T16:42:13+08:00,优化体验
2024-11-13T16:28:34+08:00,升级依赖
2024-11-11T16:19:30+08:00,修改文案
2024-11-11T16:09:41+08:00,Merge branch 'feature/2024-10-31' of atomgit.com:atomgit_dev/platform-of-platfo...
2024-11-11T15:35:31+08:00,修复 belongName 顺序问题
2024-11-11T15:31:10+08:00,修复 belongName 顺序问题
2024-11-11T11:28:06+08:00,提测
2024-11-08T17:04:42+08:00,升级依赖
2024-11-06T16:51:49+08:00,升级依赖
2024-10-25T10:41:03+08:00,优化代码&优化体验&升级依赖
2024-10-25T10:39:01+08:00,优化代码&优化体验&升级依赖
2024-10-24T10:10:25+08:00,移动端卡片分享
2024-10-24T11:50:20+08:00,优化分享卡片
2024-10-24T10:08:35+08:00,分享卡片
2024-10-24T09:02:38+08:00,移动端浏览器卡片分享
2024-10-24T09:38:09+08:00,提测
2024-10-24T08:53:45+08:00,卡片样式修改
2024-10-23T15:40:33+08:00,浏览器分享卡片
2024-10-18T19:00:13+08:00,移动端补丁
2024-10-18T18:59:41+08:00,移动端补丁
2024-10-18T17:53:49+08:00,移动端修复补丁
2024-10-18T17:52:50+08:00,移动端修复补丁
2024-10-18T16:39:25+08:00,开源社区移动端
2024-10-18T16:55:19+08:00,更新图片
2024-10-18T16:49:18+08:00,升级依赖
2024-10-18T16:37:31+08:00,视觉校对
2024-10-18T16:11:47+08:00,feat:视觉校对修改
2024-10-18T12:49:22+08:00,优化分享
2024-10-18T12:39:00+08:00,优化代码&升级依赖
2024-10-17T17:49:05+08:00,提测
2024-10-15T14:58:56+08:00,feat:样式修改
2024-10-15T08:59:08+08:00,移动端提测
2024-10-12T17:44:19+08:00,优化 header 层级
2024-10-12T17:24:33+08:00,优化微信登录体验
2024-10-12T16:51:49+08:00,支持微信登录
2024-10-12T09:08:05+08:00,修复弹窗层级问题
2024-10-11T17:33:50+08:00,提测
2024-10-10T17:41:57+08:00,提测
2024-10-09T17:50:31+08:00,提测
2024-09-30T17:36:43+08:00,完善移动端
2024-09-30T11:02:41+08:00,继续完善移动端
2024-09-29T09:30:00+08:00,移动端提测
2024-09-20T16:23:50+08:00,社区弹窗样式
2024-09-20T16:21:05+08:00,升级依赖
2024-09-06T18:06:45+08:00,fix:社区弹窗样式
2024-09-04T10:16:02+08:00,修复新闻滚动问题&SVG支持
2024-09-04T10:09:50+08:00,修复新闻滚动问题&SVG支持
2024-09-03T09:45:40+08:00,代码整合&问题修复
2024-09-03T10:29:27+08:00,代码整合&问题修复
2024-09-03T10:27:10+08:00,弹窗解耦
2024-09-03T09:27:03+08:00,代码整合&问题修复
2024-08-29T14:21:08+08:00,修复开发者页面样式
2024-08-29T14:20:02+08:00,feat:修复开发者页面样式
2024-08-28T10:18:22+08:00,issue-696【BUG】修复
2024-08-28T10:16:56+08:00,feat:issue-696针对修改
2024-08-28T10:14:14+08:00,feat：精选图片调整
2024-08-26T16:55:47+08:00,推荐模块更改接口
2024-08-26T16:54:51+08:00,feat:推荐模块更改接口
2024-08-23T17:53:07+08:00,升级依赖
2024-08-23T17:51:46+08:00,升级依赖
2024-08-23T14:37:57+08:00,修复BUG&优化代码
2024-08-23T14:34:43+08:00,修复BUG&优化代码
2024-08-23T09:04:23+08:00,模板三热修复
2024-08-23T09:42:07+08:00,升级依赖
2024-08-23T09:03:26+08:00,feat:hotfix
2024-08-22T17:31:14+08:00,三号模板上线
2024-08-22T17:25:26+08:00,tempalte3
2024-08-22T00:35:38+08:00,优化文本显示
2024-08-22T00:04:55+08:00,模板3提测
2024-08-07T22:21:08+08:00,修改 LOGO 尺寸
2024-08-07T22:20:32+08:00,修改 LOGO 尺寸
2024-08-07T10:01:59+08:00,修复后台有些输入框无法输入空格的问题
2024-08-07T10:01:05+08:00,修复后台有些输入框无法输入空格的问题
2024-08-07T00:20:25+08:00,更新依赖
2024-08-07T00:19:55+08:00,更新依赖
2024-08-06T23:39:08+08:00,升级依赖
2024-08-07T00:10:36+08:00,调整打包策略
2024-08-07T00:03:07+08:00,update
2024-08-06T23:36:37+08:00,升级依赖
2024-08-06T10:32:48+08:00,footer新增固定内容
2024-08-06T10:32:08+08:00,feat:footer新增固定内容
2024-08-05T23:25:48+08:00,优化 sitemap
2024-08-05T23:25:20+08:00,优化 sitemap
2024-08-05T17:46:45+08:00,升级依赖
2024-08-05T17:45:40+08:00,升级依赖
2024-08-05T17:35:03+08:00,新增 robots.txt 和 sitemap.xml 功能
2024-08-05T17:32:11+08:00,社区首页支持不同模板
2024-08-05T17:28:35+08:00,社区首页支持不同模板
2024-08-05T17:25:16+08:00,完善 sitemap
